,title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,Date,Year,Month,Day,Hour
469,"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,07-04-2011 14:32,8,8,,0,1114,us,446,0.0,17.7,mww,42.0,38.276,141.588,"Ishinomaki, Japan",Asia,Japan,2011-07-04,2011,7,4,14
470,"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",6.6,07-04-2011 13:11,7,6,,0,897,us,518,0.0,37.2,mww,166.2,17.208,-94.338,"Helio García Alfaro, Mexico",,Mexico,2011-07-04,2011,7,4,13
471,"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,24-03-2011 13:55,7,9,,0,1154,us,335,0.0,18.2,mww,8.0,20.687,99.822,"Tachilek, Myanmar",Asia,Myanmar,2011-03-24,2011,3,24,13
472,"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,11-03-2011 11:36,6,5,,0,673,us,668,0.0,9.5,ms,25.7,39.241,142.463,"?tsuchi, Japan",, Japan,2011-11-03,2011,11,3,11
473,"M 6.5 - 81 km NE of Hasaki, Japan",6.5,11-03-2011 08:19,0,4,,0,650,us,369,0.0,18.7,mb,6.8,36.166,141.562,"Hasaki, Japan",, Japan,2011-11-03,2011,11,3,8
474,"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,11-03-2011 06:25,7,4,,0,931,us,507,0.0,10.8,mwc,18.6,38.058,144.59,"Kamaishi, Japan",, Japan,2011-11-03,2011,11,3,6
475,"M 7.9 - 47 km E of ?arai, Japan",7.9,11-03-2011 06:15,8,7,,0,1140,us,163,0.0,48.4,mwc,42.6,36.281,141.111,"?arai, Japan",, Japan,2011-11-03,2011,11,3,6
476,"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,11-03-2011 05:46,9,8,,0,2184,official,541,0.0,9.5,mww,29.0,38.297,142.373,"2011 Great Tohoku Earthquake, Japan",, Japan,2011-11-03,2011,11,3,5
477,"M 7.3 - 120 km SE of ?funato, Japan",7.3,09-03-2011 02:45,5,5,,0,972,us,550,0.0,17.4,mww,32.0,38.435,142.842,"?funato, Japan",, Japan,2011-09-03,2011,9,3,2
478,"M 6.7 - 38 km W of Constitución, Chile",6.7,14-02-2011 03:40,5,6,,0,731,us,358,0.0,33.9,mww,21.0,-35.38,-72.834,"Constitución, Chile",, Chile,2011-02-14,2011,2,14,3
479,"M 6.9 - 21 km N of Tomé, Chile",6.9,11-02-2011 20:05,7,7,,0,988,us,382,0.0,34.7,mww,26.0,-36.422,-72.96,"Tomé, Chile",South America,Chile,2011-11-02,2011,11,2,20
480,"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,18-01-2011 20:23,7,7,,0,1449,us,372,0.0,25.3,mww,68.0,28.777,63.951,"Dalbandin, Pakistan",Asia,Pakistan,2011-01-18,2011,1,18,20
481,"M 7.0 - 118 km NNE of Tadine, New Caledonia",7.0,13-01-2011 16:16,2,5,,0,755,us,578,0.0,13.3,mww,9.0,-20.628,168.471,"Tadine, New Caledonia",, New Caledonia,2011-01-13,2011,1,13,16
482,"M 7.2 - 42 km NNW of Carahue, Chile",7.2,02-01-2011 20:20,8,7,,0,1054,us,397,0.0,30.1,mww,24.0,-38.355,-73.326,"Carahue, Chile",South America,Chile,2011-02-01,2011,2,1,20
483,"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,25-12-2010 13:16,0,5,,0,820,us,409,0.0,12.0,mwc,16.0,-19.702,167.947,"Isangel, Vanuatu",, Vanuatu,2010-12-25,2010,12,25,13
484,"M 6.7 - 111 km SE of Bam, Iran",6.7,20-12-2010 18:41,3,7,,0,708,us,279,0.0,24.3,mwc,12.0,28.412,59.18,"Bam, Iran",Asia,Iran,2010-12-20,2010,12,20,18
485,"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,02-12-2010 03:12,0,6,,0,670,us,306,0.0,18.5,mwb,33.0,-6.001,149.977,"Kandrian, Papua New Guinea",,Papua New Guinea,2010-02-12,2010,2,12,3
486,"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,25-10-2010 14:42,4,7,,0,946,us,379,0.0,23.0,mwc,20.1,-3.487,100.082,"Sungai Penuh, Indonesia",, Indonesia,2010-10-25,2010,10,25,14
487,"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,21-10-2010 17:53,5,5,,0,776,us,352,0.0,50.3,mwc,13.0,24.696,-109.156,"El Huitusi, Mexico",, Mexico,2010-10-21,2010,10,21,17
488,"M 7.0 - Near the south coast of Papua, Indonesia",7.0,29-09-2010 17:11,8,5,,0,772,us,271,0.0,15.1,mwc,26.0,-4.963,133.76,"Papua, Indonesia",,Indonesia,2010-09-29,2010,9,29,17
489,"M 7.0 - 19 km NE of Methven, New Zealand",7.0,03-09-2010 16:35,8,8,,0,1245,us,365,0.0,15.8,mwc,12.0,-43.522,171.83,"Methven, New Zealand",,New Zealand,2010-03-09,2010,3,9,16
490,M 7.1 - Ecuador,7.1,12-08-2010 11:54,6,5,,0,945,us,672,0.0,12.4,mwc,206.7,-1.266,-77.306,Ecuador,South America,Ecuador,2010-12-08,2010,12,8,11
491,"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,10-08-2010 05:23,7,7,,0,850,us,405,0.0,20.2,mwc,25.0,-17.541,168.069,"Port-Vila, Vanuatu",,Vanuatu,2010-10-08,2010,10,8,5
492,"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7.0,04-08-2010 22:01,4,6,,0,757,us,396,0.0,12.7,mww,44.0,-5.746,150.765,"Kimbe, Papua New Guinea",,Papua New Guinea,2010-04-08,2010,4,8,22
493,"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,04-08-2010 07:15,5,4,,0,659,us,403,0.0,11.1,mwc,220.0,-5.486,146.822,"Madang, Papua New Guinea",,Papua New Guinea,2010-04-08,2010,4,8,7
494,"M 7.6 - 61 km W of Bantogon, Philippines",7.6,23-07-2010 22:51,5,3,,0,902,us,340,0.0,15.1,mwc,578.0,6.497,123.48,"Bantogon, Philippines",,Philippines,2010-07-23,2010,7,23,22
495,"M 7.3 - New Britain region, Papua New Guinea",7.3,18-07-2010 13:34,8,7,,0,831,us,397,0.0,18.2,mwc,35.0,-5.931,150.59,"New Britain region, Papua New Guinea",,Papua New Guinea,2010-07-18,2010,7,18,13
496,"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,18-07-2010 13:04,4,7,,0,737,us,456,0.0,15.7,mwc,28.0,-5.966,150.428,"Kimbe, Papua New Guinea",,Papua New Guinea,2010-07-18,2010,7,18,13
497,"M 6.6 - 30 km SSE of Cañete, Chile",6.6,14-07-2010 08:32,6,7,,0,753,us,295,0.0,52.8,mwc,22.0,-38.067,-73.31,"Cañete, Chile",South America,Chile,2010-07-14,2010,7,14,8
498,"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,26-06-2010 05:30,5,6,,0,696,us,392,0.0,18.7,mwc,35.0,-10.627,161.447,"Kirakira, Solomon Islands",,Solomon Islands,2010-06-26,2010,6,26,5
499,"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,16-06-2010 03:58,0,7,,0,670,us,309,0.0,25.0,mwc,10.5,-2.329,136.484,"Biak, Indonesia",,Indonesia,2010-06-16,2010,6,16,3
500,"M 7.0 - 121 km SSE of Biak, Indonesia",7.0,16-06-2010 03:16,3,7,,0,755,us,307,0.0,18.1,mwc,18.0,-2.174,136.543,"Biak, Indonesia",,Indonesia,2010-06-16,2010,6,16,3
501,"M 7.5 - Nicobar Islands, India region",7.5,12-06-2010 19:26,6,5,,0,1144,us,514,0.0,18.6,mwc,35.0,7.881,91.936,"Nicobar Islands, India region",, India region,2010-12-06,2010,12,6,19
502,"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,27-05-2010 17:14,5,6,,0,804,us,327,0.0,11.7,mwc,31.0,-13.698,166.643,"Sola, Vanuatu",,Vanuatu,2010-05-27,2010,5,27,17
503,"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,09-05-2010 05:59,5,6,,0,918,us,611,0.0,20.6,mwc,38.0,3.748,96.018,"Meulaboh, Indonesia",,Indonesia,2010-09-05,2010,9,5,5
504,"M 6.9 - 233 km NNW of Qamdo, China",6.9,13-04-2010 23:49,6,9,,0,773,us,410,0.0,14.9,mwc,17.0,33.165,96.548,"Qamdo, China",Asia,People's Republic of China,2010-04-13,2010,4,13,23
505,"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,11-04-2010 09:40,4,5,,0,740,us,399,0.0,12.1,mwc,21.0,-10.878,161.116,"Kirakira, Solomon Islands",, Solomon Islands,2010-11-04,2010,11,4,9
506,"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,06-04-2010 22:15,0,7,,0,936,us,352,0.0,19.2,mwc,31.0,2.383,97.048,"Sinabang, Indonesia",,Indonesia,2010-06-04,2010,6,4,22
507,"M 7.2 - 12km SW of Delta, B.C., MX",7.2,04-04-2010 22:40,9,9,red,0,2910,ci,10,0.5137,239.0,mw,9.987,32.2862,-115.295,"Delta, B.C., MX",North America,Mexico,2010-04-04,2010,4,4,22
508,"M 6.6 - 217 km N of Bamboo Flat, India",6.6,30-03-2010 16:54,5,6,,0,701,us,413,0.0,16.7,mwc,34.0,13.667,92.831,"Bamboo Flat, India",,India,2010-03-30,2010,3,30,16
509,"M 6.7 - 52 km NNW of Tomé, Chile",6.7,16-03-2010 02:21,5,6,,0,856,us,312,0.0,34.7,mwc,18.0,-36.217,-73.257,"Tomé, Chile",, Chile,2010-03-16,2010,3,16,2
510,"M 6.5 - 59 km ENE of Namie, Japan",6.5,14-03-2010 08:08,6,5,,0,810,us,491,0.0,27.0,mwc,32.0,37.745,141.59,"Namie, Japan",, Japan,2010-03-14,2010,3,14,8
511,"M 7.0 - 52 km NW of Santa Cruz, Chile",7.0,11-03-2010 14:55,7,7,,0,874,us,403,0.0,17.1,mwc,18.0,-34.326,-71.799,"Santa Cruz, Chile",South America,Chile,2010-11-03,2010,11,3,14
512,"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,11-03-2010 14:39,7,7,,0,1280,us,415,0.0,12.5,mwc,11.0,-34.29,-71.891,"Santa Cruz, Chile",South America,Chile,2010-11-03,2010,11,3,14
513,"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,05-03-2010 16:07,4,6,,0,717,us,401,0.0,23.2,mwc,26.0,-3.762,100.991,"Bengkulu, Indonesia",,Indonesia,2010-05-03,2010,5,3,16
514,"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,05-03-2010 11:47,7,7,,0,736,us,255,0.0,27.8,mwb,18.0,-36.665,-73.374,"Talcahuano, Chile",,Chile,2010-05-03,2010,5,3,11
515,"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,04-03-2010 14:02,0,4,,0,650,us,426,0.0,18.7,mwb,176.0,-13.571,167.227,"Sola, Vanuatu",,Vanuatu,2010-04-03,2010,4,3,14
516,"M 7.4 - 124 km W of Lebu, Chile",7.4,27-02-2010 08:01,0,5,,0,842,us,409,0.0,17.6,mwc,35.0,-37.773,-75.048,"Lebu, Chile",, Chile,2010-02-27,2010,2,27,8
517,"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,27-02-2010 06:34,8,8,,0,1991,official,454,0.0,17.8,mww,22.9,-36.122,-72.898,"Quirihue, Chile",South America,Chile,2010-02-27,2010,2,27,6
518,"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7.0,26-02-2010 20:31,6,6,,0,1180,us,487,0.0,15.7,mwc,25.0,25.93,128.425,"Katsuren-haebaru, Japan",, Japan,2010-02-26,2010,2,26,20
519,"M 7.0 - 10 km SE of Léogâne, Haiti",7.0,12-01-2010 21:53,9,9,,0,1623,us,500,0.0,22.7,mwc,13.0,18.443,-72.571,"Léogâne, Haiti",,Haiti,2010-12-01,2010,12,1,21
520,"M 6.5 - 37 km WNW of Ferndale, California",6.5,10-01-2010 00:27,7,7,,0,1360,nc,51,0.3225,220.0,mw,28.737,40.652,-124.692,"Ferndale, California",North America, California,2010-10-01,2010,10,1,0
521,"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,05-01-2010 12:15,3,6,,0,713,us,338,0.0,15.0,mwc,15.4,-9.019,157.551,"Gizo, Solomon Islands",, Solomon Islands,2010-05-01,2010,5,1,12
522,"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,03-01-2010 22:36,5,7,,0,780,us,377,0.0,15.0,mwc,10.0,-8.783,157.354,"Gizo, Solomon Islands",,Solomon Islands,2010-03-01,2010,3,1,22
523,"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,03-01-2010 21:48,5,7,,0,672,us,282,0.0,16.6,mwc,10.0,-8.726,157.487,"Gizo, Solomon Islands",,Solomon Islands,2010-03-01,2010,3,1,21
524,"M 6.5 - 92 km N of Iquique, Chile",6.5,13-11-2009 03:05,6,7,,0,698,us,390,0.0,17.7,mwc,27.0,-19.394,-70.321,"Iquique, Chile",South America,Chile,2009-11-13,2009,11,13,3
525,"M 7.3 - 77 km ENE of Ba, Fiji",7.3,09-11-2009 10:44,0,4,,0,820,us,430,0.0,15.0,mwc,595.0,-17.239,178.331,"Ba, Fiji",,Fiji,2009-09-11,2009,9,11,10
526,"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,08-11-2009 19:41,7,6,,0,677,us,305,0.0,20.4,mwc,18.0,-8.207,118.631,"Bima, Indonesia",,Indonesia,2009-08-11,2009,8,11,19
527,"M 6.8 - 98 km NNE of Naze, Japan",6.8,30-10-2009 07:03,0,6,,0,711,us,424,0.0,21.4,mwc,34.0,29.218,129.782,"Naze, Japan",, Japan,2009-10-30,2009,10,30,7
528,"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,24-10-2009 14:40,4,6,,0,972,us,397,0.0,11.0,mwc,130.0,-6.133,130.385,"Tual, Indonesia",,Indonesia,2009-10-24,2009,10,24,14
529,"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,08-10-2009 08:28,0,5,,0,711,us,174,0.0,30.2,mwc,35.0,-13.298,165.91,"Sola, Vanuatu",, Vanuatu,2009-08-10,2009,8,10,8
530,"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,07-10-2009 23:13,0,7,,0,842,us,314,0.0,20.2,mwc,31.1,-13.093,166.497,"Sola, Vanuatu",,Vanuatu,2009-07-10,2009,7,10,23
531,"M 7.8 - 196 km NW of Sola, Vanuatu",7.8,07-10-2009 22:18,0,6,,0,936,us,195,0.0,20.3,mwc,35.0,-12.517,166.382,"Sola, Vanuatu",, Vanuatu,2009-07-10,2009,7,10,22
532,"M 7.7 - 148 km NW of Sola, Vanuatu",7.7,07-10-2009 22:03,4,7,,0,916,us,283,0.0,23.2,mww,45.0,-13.006,166.51,"Sola, Vanuatu",,Vanuatu,2009-07-10,2009,7,10,22
533,"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",6.6,01-10-2009 01:52,7,7,,0,787,us,417,0.0,30.1,mwc,9.0,-2.482,101.524,"Sungai Penuh, Indonesia",,Indonesia,2009-01-10,2009,1,10,1
534,"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.6,30-09-2009 10:16,8,8,,0,1639,us,498,0.0,14.0,mwc,81.0,-0.72,99.867,"Pariaman, Indonesia",,Indonesia,2009-09-30,2009,9,30,10
535,"M 8.1 - 168 km SSW of Matavai, Samoa",8.1,29-09-2009 17:48,7,6,,0,1055,us,520,0.0,20.8,mwc,18.0,-15.489,-172.095,"Matavai, Samoa",, Samoa,2009-09-29,2009,9,29,17
536,"M 7.0 - 66 km SSW of Banjar, Indonesia",7.0,02-09-2009 07:55,7,7,,0,1175,us,312,0.0,16.3,mwc,46.0,-7.782,107.297,"Banjar, Indonesia",,Indonesia,2009-02-09,2009,2,9,7
537,"M 6.7 - 112 km WSW of Padang, Indonesia",6.7,16-08-2009 07:38,5,6,,0,753,us,369,0.0,14.9,mwc,20.0,-1.479,99.49,"Padang, Indonesia",,Indonesia,2009-08-16,2009,8,16,7
538,"M 6.6 - 244 km SSE of Tateyama, Japan",6.6,12-08-2009 22:48,4,5,,0,703,us,336,0.0,14.1,mwc,53.0,32.821,140.395,"Tateyama, Japan",, Japan,2009-12-08,2009,12,8,22
539,"M 7.5 - 266 km N of Bamboo Flat, India",7.5,10-08-2009 19:55,7,6,,0,1248,us,303,0.0,18.2,mwc,24.0,14.099,92.902,"Bamboo Flat, India",, India,2009-10-08,2009,10,8,19
540,"M 7.1 - 161 km S of ?yama, Japan",7.1,09-08-2009 10:55,5,4,,0,1005,us,447,0.0,14.2,mwc,292.0,33.167,137.944,"?yama, Japan",, Japan,2009-09-08,2009,9,8,10
541,"M 6.9 - 96 km WNW of Bahía de Kino, Mexico",6.9,03-08-2009 17:59,5,7,,0,1202,us,243,0.0,35.0,mwc,10.0,29.039,-112.903,"Bahía de Kino, Mexico",North America,Mexico,2009-03-08,2009,3,8,17
542,"M 7.8 - 97 km WSW of Te Anau, New Zealand",7.8,15-07-2009 09:22,6,8,,0,1165,us,434,0.0,16.8,mwc,12.0,-45.762,166.562,"Te Anau, New Zealand",,New Zealand,2009-07-15,2009,7,15,9
543,"M 6.7 - 190 km ESE of Kokopo, Papua New Guinea",6.7,23-06-2009 14:19,5,5,,0,693,us,269,0.0,13.8,mwc,64.0,-5.157,153.782,"Kokopo, Papua New Guinea",,Papua New Guinea,2009-06-23,2009,6,23,14
544,"M 7.3 - 46 km NW of Guanaja, Honduras",7.3,28-05-2009 08:24,7,8,,0,1560,us,464,0.0,27.2,mwc,19.0,16.731,-86.217,"Guanaja, Honduras",, Honduras,2009-05-28,2009,5,28,8
545,"M 7.6 - 191 km S of ‘Ohonua, Tonga",7.6,19-03-2009 18:17,7,5,,0,916,us,504,0.0,14.0,mwc,31.0,-23.043,-174.66,"‘Ohonua, Tonga",, Tonga,2009-03-19,2009,3,19,18
546,"M 7.2 - 196 km SSE of Sarangani, Philippines",7.2,11-02-2009 17:34,3,7,,0,802,us,432,0.0,18.6,mwc,20.0,3.886,126.387,"Sarangani, Philippines",,Indonesia,2009-11-02,2009,11,2,17
547,"M 7.4 - 86 km WNW of Manokwari, Indonesia",7.4,03-01-2009 22:33,7,7,,0,846,us,314,0.0,21.1,mwc,23.0,-0.691,133.305,"Manokwari, Indonesia",,Indonesia,2009-03-01,2009,3,1,22
548,"M 6.6 - 50 km S of Jurm, Afghanistan",6.6,03-01-2009 20:23,5,4,,0,765,us,344,0.0,22.6,mwc,204.8,36.419,70.743,"Jurm, Afghanistan",Asia,Afghanistan,2009-03-01,2009,3,1,20
549,"M 7.7 - 140 km WNW of Manokwari, Indonesia",7.7,03-01-2009 19:43,5,7,,0,918,us,288,0.0,29.8,mwc,17.0,-0.414,132.885,"Manokwari, Indonesia",,Indonesia,2009-03-01,2009,3,1,19
550,"M 7.4 - 135 km NW of Gorontalo, Indonesia",7.4,16-11-2008 17:02,9,7,,0,848,us,365,0.0,33.7,mww,30.0,1.271,122.091,"Gorontalo, Indonesia",,Indonesia,2008-11-16,2008,11,16,17
551,"M 6.7 - 19 km SW of Brisas Barra de Suchiate, Mexico",6.7,16-10-2008 19:41,5,6,,0,731,us,481,0.0,28.6,mwc,24.0,14.423,-92.364,"Brisas Barra de Suchiate, Mexico",,Mexico,2008-10-16,2008,10,16,19
552,"M 6.7 - 131 km SE of Nookat, Kyrgyzstan",6.7,05-10-2008 15:52,0,6,,0,691,us,529,0.0,22.3,mwc,27.4,39.533,73.824,"Nookat, Kyrgyzstan",Asia,Kyrgyzstan,2008-05-10,2008,5,10,15
553,"M 6.8 - 122 km SSE of Obihiro, Japan",6.8,11-09-2008 00:20,0,6,,0,711,us,500,0.0,22.2,mwc,25.0,41.892,143.754,"Obihiro, Japan",, Japan,2008-11-09,2008,11,9,0
554,"M 6.6 - 73 km WNW of Tobelo, Indonesia",6.6,11-09-2008 00:00,0,6,,0,670,us,463,0.0,14.1,mwc,96.0,1.885,127.363,"Tobelo, Indonesia",,Indonesia,2008-11-09,2008,11,9,0
555,"M 6.9 - 75 km WNW of Sola, Vanuatu",6.9,08-09-2008 18:52,0,6,,0,732,us,531,0.0,14.9,mwc,110.0,-13.501,166.967,"Sola, Vanuatu",,Vanuatu,2008-08-09,2008,8,9,18
556,"M 6.7 - 221 km NE of Jumla, Nepal",6.7,25-08-2008 13:21,4,7,,0,692,us,325,0.0,28.0,mwc,12.0,30.901,83.52,"Jumla, Nepal",Asia,People's Republic of China,2008-08-25,2008,8,25,13
557,"M 6.8 - 29 km ENE of Morioka, Japan",6.8,23-07-2008 15:26,8,7,,0,1046,us,633,0.0,20.2,mwc,108.0,39.802,141.464,"Morioka, Japan",Asia,Japan,2008-07-23,2008,7,23,15
558,"M 7.0 - 107 km E of Namie, Japan",7.0,19-07-2008 02:39,5,5,,0,840,us,577,0.0,18.2,mwc,22.0,37.552,142.214,"Namie, Japan",, Japan,2008-07-19,2008,7,19,2
559,"M 6.9 - 151 km E of Namie, Japan",6.9,19-07-2008 02:39,5,5,,0,825,duputel,0,0.0,0.0,mww,25.5,37.55,142.714,"Namie, Japan",, Japan,2008-07-19,2008,7,19,2
560,"M 6.6 - 124 km SW of Bamboo Flat, India",6.6,27-06-2008 11:40,4,5,,0,680,us,630,0.0,18.4,mwc,17.0,11.005,91.824,"Bamboo Flat, India",, India,2008-06-27,2008,6,27,11
561,"M 6.9 - 24 km WSW of Mizusawa, Japan",6.9,13-06-2008 23:43,7,8,,0,888,us,654,0.0,17.1,mwc,7.8,39.03,140.881,"Mizusawa, Japan",Asia,Japan,2008-06-13,2008,6,13,23
562,"M 7.9 - 58 km W of Tianpeng, China",7.9,12-05-2008 06:28,9,9,,0,1870,us,774,0.0,11.3,mwc,19.0,31.002,103.322,"Tianpeng, China",Asia,People's Republic of China,2008-12-05,2008,12,5,6
563,"M 6.9 - 78 km NE of Hasaki, Japan",6.9,07-05-2008 16:45,5,5,,0,910,us,519,0.0,21.1,mwc,27.0,36.164,141.526,"Hasaki, Japan",, Japan,2008-07-05,2008,7,5,16
564,"M 7.3 - 71 km SW of Isangel, Vanuatu",7.3,09-04-2008 12:46,0,6,,0,820,us,486,0.0,13.4,mwc,33.0,-20.071,168.892,"Isangel, Vanuatu",, Vanuatu,2008-09-04,2008,9,4,12
565,"M 7.2 - 226 km SE of Hotan, China",7.2,20-03-2008 22:32,0,7,,0,798,us,532,0.0,25.9,mwc,10.0,35.49,81.467,"Hotan, China",Asia,People's Republic of China,2008-03-20,2008,3,20,22
566,M 6.9 - Philippine Islands region,6.9,03-03-2008 14:11,4,5,,0,740,us,544,0.0,25.9,mwc,24.0,13.351,125.63,Philippine Islands region,,,2008-03-03,2008,3,3,14
567,"M 6.7 - 155 km SSW of Padang, Indonesia",6.7,25-02-2008 21:02,5,6,,0,696,us,543,0.0,15.1,mwc,25.0,-2.245,99.808,"Padang, Indonesia",,Indonesia,2008-02-25,2008,2,25,21
568,"M 6.6 - 161 km SSW of Padang, Indonesia",6.6,25-02-2008 18:06,4,6,,0,674,us,421,0.0,17.7,mwc,25.0,-2.332,99.891,"Padang, Indonesia",,Indonesia,2008-02-25,2008,2,25,18
569,"M 7.2 - 164 km WSW of Sungai Penuh, Indonesia",7.2,25-02-2008 08:36,4,7,,0,832,us,505,0.0,18.4,mwc,25.0,-2.486,99.972,"Sungai Penuh, Indonesia",,Indonesia,2008-02-25,2008,2,25,8
570,"M 6.5 - 166 km WSW of Sungai Penuh, Indonesia",6.5,24-02-2008 14:46,4,6,,0,654,us,429,0.0,28.3,mwc,22.0,-2.405,99.931,"Sungai Penuh, Indonesia",,Indonesia,2008-02-24,2008,2,24,14
571,"M 7.4 - 56 km NW of Sinabang, Indonesia",7.4,20-02-2008 08:08,5,7,,0,914,us,607,0.0,16.4,mwc,26.0,2.768,95.964,"Sinabang, Indonesia",,Indonesia,2008-02-20,2008,2,20,8
572,"M 6.5 - 50 km S of Koróni, Greece",6.5,14-02-2008 12:08,8,5,,0,692,us,650,0.0,30.7,mwc,28.0,36.345,21.863,"Koróni, Greece",Europe, Greece,2008-02-14,2008,2,14,12
573,"M 6.9 - 35 km S of Methóni, Greece",6.9,14-02-2008 10:09,6,6,,0,941,us,645,0.0,30.6,mwc,29.0,36.501,21.67,"Methóni, Greece",Europe, Greece,2008-02-14,2008,2,14,10
574,"M 6.5 - 9 km SSW of General Pascual Fentes, Mexico",6.5,12-02-2008 12:50,7,6,,0,723,us,521,0.0,27.6,mwc,83.0,16.357,-94.304,"General Pascual Fentes, Mexico",,Mexico,2008-12-02,2008,12,2,12
575,"M 6.6 - 46 km SSE of Gisborne, New Zealand",6.6,20-12-2007 07:55,7,6,,0,808,us,461,0.0,18.8,mwc,20.0,-39.011,178.291,"Gisborne, New Zealand",, New Zealand,2007-12-20,2007,12,20,7
576,"M 6.7 - 80 km NNE of Antofagasta, Chile",6.7,16-12-2007 08:09,5,7,,0,704,us,481,0.0,30.3,mwb,45.0,-22.954,-70.182,Ant,South America,Chile,2007-12-16,2007,12,16,8
577,"M 7.4 - 18 km WNW of Basse-Pointe, Martinique",7.4,29-11-2007 19:00,7,7,,0,1542,us,663,0.0,13.4,mwb,156.0,14.944,-61.274,"Basse-Pointe, Martinique",,Martinique,2007-11-29,2007,11,29,19
578,"M 6.6 - 60 km SSE of Kirakira, Solomon Islands",6.6,27-11-2007 11:49,3,6,,0,672,us,280,0.0,26.9,mwc,16.0,-10.95,162.149,"Kirakira, Solomon Islands",,Solomon Islands,2007-11-27,2007,11,27,11
579,"M 6.5 - 34 km N of Dompu, Indonesia",6.5,25-11-2007 19:53,5,7,,0,653,us,272,0.0,27.6,mwc,18.0,-8.224,118.467,"Dompu, Indonesia",,Indonesia,2007-11-25,2007,11,25,19
580,"M 6.5 - 28 km NNW of Dompu, Indonesia",6.5,25-11-2007 16:02,7,7,,0,657,us,353,0.0,27.5,mwc,20.0,-8.292,118.37,"Dompu, Indonesia",,Indonesia,2007-11-25,2007,11,25,16
581,"M 6.8 - 107 km N of Lae, Papua New Guinea",6.8,22-11-2007 08:48,6,6,,0,722,us,341,0.0,15.9,mwc,53.0,-5.757,147.098,"Lae, Papua New Guinea",,Papua New Guinea,2007-11-22,2007,11,22,8
582,"M 6.8 - 30 km E of Macas, Ecuador",6.8,16-11-2007 03:13,7,6,,0,790,us,649,0.0,27.0,mwc,122.9,-2.312,-77.838,"Macas, Ecuador",South America,Ecuador,2007-11-16,2007,11,16,3
583,"M 6.8 - 82 km NNE of Antofagasta, Chile",6.8,15-11-2007 15:05,6,7,,0,716,us,285,0.0,40.1,mwc,26.0,-22.925,-70.237,Ant,South America,Chile,2007-11-15,2007,11,15,15
584,"M 7.7 - 36 km ESE of Tocopilla, Chile",7.7,14-11-2007 15:40,8,7,,0,995,us,610,0.0,22.4,mwc,40.0,-22.247,-69.89,"Tocopilla, Chile",South America,Chile,2007-11-14,2007,11,14,15
585,"M 6.8 - 138 km W of Bengkulu, Indonesia",6.8,24-10-2007 21:02,3,5,,0,713,us,494,0.0,23.9,mwc,21.0,-3.899,101.02,"Bengkulu, Indonesia",,Indonesia,2007-10-24,2007,10,24,21
586,"M 6.8 - 70 km N of Te Anau, New Zealand",6.8,15-10-2007 12:29,4,7,,0,744,us,338,0.0,19.0,mwc,18.0,-44.796,167.553,"Te Anau, New Zealand",,New Zealand,2007-10-15,2007,10,15,12
587,"M 6.8 - 154 km ESE of Kokopo, Papua New Guinea",6.8,26-09-2007 12:36,4,5,,0,713,us,348,0.0,15.5,mwc,40.0,-4.99,153.5,"Kokopo, Papua New Guinea",,Papua New Guinea,2007-09-26,2007,9,26,12
